"CPG_SCHEDULED_START_ON";"CPG_SCHEDULED_END_ON";"CPG_ACTUAL_START_ON";"CPG_ACTUAL_END_ON";"IT_ID";"IT_NUM";"IT_NAME";"IT_SCHEDULED_START_ON";"IT_SCHEDULED_END_ON";"IT_ACTUAL_START_ON";"IT_ACTUAL_END_ON";"TC_ID";"TC_NAME";"TC_PROJECT_ID";"TC_PROJECT";"TC_WEIGHT";"TEST_SUITE";"#_EXECUTIONS";"#_REQUIREMENTS";"#_ISSUES";"DATASET";"EXEC_STATUS";"EXEC_USER";"EXECUTION_DATE";"TC_REF";"TC_NATURE";"TC_TYPE";"TC_STATUS";"STEP_ID";"STEP_NUM";"STEP_#_REQ";"EXEC_STEP_STATUS";"EXEC_STEP_DATE";"EXEC_STEP_USER";"EXEC_STEP_#_ISSUES";"EXEC_STEP_COMMENT"
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"309";"Bílé znaky";"15";"OKS-07";"MEDIUM";"";"3";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:05";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"665";"1";"0";"SUCCESS";"2024/04/14 13:07:34";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"309";"Bílé znaky";"15";"OKS-07";"MEDIUM";"";"3";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:05";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"666";"2";"0";"SUCCESS";"2024/04/14 13:08:05";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"310";"Neèíselná hodnota";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:24";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"667";"1";"0";"SUCCESS";"2024/04/14 13:08:22";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"310";"Neèíselná hodnota";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:24";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"668";"2";"0";"SUCCESS";"2024/04/14 13:08:24";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"311";"Více než 2 dekadické èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:57";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"669";"1";"0";"SUCCESS";"2024/04/14 13:08:51";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"311";"Více než 2 dekadické èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:08:57";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"670";"2";"0";"SUCCESS";"2024/04/14 13:08:57";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"312";"Jedna dekadická èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:09:24";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"672";"1";"0";"SUCCESS";"2024/04/14 13:09:24";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"312";"Jedna dekadická èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:09:24";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"671";"2";"0";"SUCCESS";"2024/04/14 13:09:06";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"313";"zadáno znaménko +1";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:09:43";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"673";"1";"0";"SUCCESS";"2024/04/14 13:09:41";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"313";"zadáno znaménko +1";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:09:43";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"674";"2";"0";"SUCCESS";"2024/04/14 13:09:43";"admin";"0";""
